Timer precision: 41 ns
unnesting_execution               fastest       │ slowest       │ median        │ mean          │ samples │ iters
├─ automatic                                    │               │               │               │         │
│  ├─ anti_or_nulls               912.6 µs      │ 1.158 ms      │ 932.4 µs      │ 954.5 µs      │ 10      │ 10
   │                                100.6 KB    │ 101.2 KB      │ 100.6 KB      │ 100.8 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                1357        │ 1358          │ 1357          │ 1357          │         │
   │                                91.93 KB    │ 92.2 KB       │ 91.93 KB      │ 92.01 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                12          │ 12            │ 12            │ 12            │         │
   │                                119 B       │ 119 B         │ 119 B         │ 119 B         │         │
   │                              shrink:       │               │               │               │         │
   │                                2           │ 2             │ 2             │ 2             │         │
   │                                2 B         │ 2 B           │ 2 B           │ 2 B           │         │
   ├─ joined_input_inequality     13.17 ms      │ 15.31 ms      │ 13.25 ms      │ 13.71 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                64          │ 64            │ 64            │ 64            │         │
   │                                25.96 KB    │ 26.23 KB      │ 26.23 KB      │ 26.04 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                1367        │ 1368          │ 1367          │ 1367          │         │
   │                                100.6 KB    │ 101.2 KB      │ 101.2 KB      │ 100.8 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                1357        │ 1358          │ 1357          │ 1357          │         │
   │                                91.93 KB    │ 92.2 KB       │ 92.2 KB       │ 92.01 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                12          │ 12            │ 12            │ 12            │         │
   │                                119 B       │ 119 B         │ 119 B         │ 119 B         │         │
   │                              shrink:       │               │               │               │         │
   │                                2           │ 2             │ 2             │ 2             │         │
   │                                2 B         │ 2 B           │ 2 B           │ 2 B           │         │
   ├─ nested_depth_2              28.44 ms      │ 29.15 ms      │ 28.93 ms      │ 28.88 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                298         │ 298           │ 298           │ 298           │         │
   │                                438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                298         │ 298           │ 298           │ 298           │         │
   │                                438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
   ├─ nested_depth_4              29.27 ms      │ 32.17 ms      │ 29.51 ms      │ 29.86 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                384         │ 384           │ 384           │ 384           │         │
   │                                565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                384         │ 384           │ 384           │ 384           │         │
   │                                565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
   ├─ nested_local_anti           3.71 ms       │ 4.081 ms      │ 3.768 ms      │ 3.81 ms       │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                63          │ 63            │ 63            │ 63            │         │
   │                                24.72 KB    │ 24.72 KB      │ 24.85 KB      │ 24.8 KB       │         │
   │                              alloc:        │               │               │               │         │
   │                                338         │ 338           │ 338.5         │ 338.2         │         │
   │                                49.9 KB     │ 49.9 KB       │ 50.17 KB      │ 50.06 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                328         │ 328           │ 328.5         │ 328.2         │         │
   │                                41.15 KB    │ 41.15 KB      │ 41.29 KB      │ 41.23 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                12          │ 12            │ 12            │ 12.1          │         │
   │                                118 B       │ 118 B         │ 118 B         │ 118.1 B       │         │
   │                              shrink:       │               │               │               │         │
   │                                2           │ 2             │ 2             │ 2             │         │
   │                                2 B         │ 2 B           │ 2 B           │ 2 B           │         │
   ├─ nested_local_depth_2        3.697 ms      │ 3.925 ms      │ 3.766 ms      │ 3.772 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                63          │ 63            │ 63            │ 63            │         │
   │                                25.25 KB    │ 24.72 KB      │ 24.72 KB      │ 24.8 KB       │         │
   │                              alloc:        │               │               │               │         │
   │                                339         │ 338           │ 338           │ 338.2         │         │
   │                                50.97 KB    │ 49.9 KB       │ 49.9 KB       │ 50.06 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                329         │ 328           │ 328           │ 328.2         │         │
   │                                41.69 KB    │ 41.15 KB      │ 41.15 KB      │ 41.23 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                12          │ 12            │ 12.5          │ 12.1          │         │
   │                                118 B       │ 118 B         │ 118.5 B       │ 118.1 B       │         │
   │                              shrink:       │               │               │               │         │
   │                                2           │ 2             │ 2             │ 2             │         │
   │                                2 B         │ 2 B           │ 2 B           │ 2 B           │         │
   ├─ nested_local_depth_4        7.253 ms      │ 8.09 ms       │ 7.35 ms       │ 7.413 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                125         │ 125           │ 125           │ 125           │         │
   │                                49.61 KB    │ 49.35 KB      │ 49.35 KB      │ 49.53 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                661         │ 660           │ 660           │ 660.3         │         │
   │                                98.81 KB    │ 98.28 KB      │ 98.28 KB      │ 98.65 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                641         │ 640           │ 640           │ 640.3         │         │
   │                                81.04 KB    │ 80.77 KB      │ 80.77 KB      │ 80.96 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                25          │ 22            │ 22            │ 22.3          │         │
   │                                237 B       │ 234 B         │ 234 B         │ 234.3 B       │         │
   │                              shrink:       │               │               │               │         │
   │                                4           │ 4             │ 4             │ 4             │         │
   │                                4 B         │ 4 B           │ 4 B           │ 4 B           │         │
   ├─ scalar_count_indexed_small  2.695 ms      │ 2.789 ms      │ 2.734 ms      │ 2.738 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                34          │ 34            │ 34            │ 34            │         │
   │                                12.52 KB    │ 12.52 KB      │ 12.65 KB      │ 12.55 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                79          │ 79            │ 79.5          │ 79.2          │         │
   │                                16.13 KB    │ 16.13 KB      │ 16.4 KB       │ 16.21 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                74          │ 74            │ 74.5          │ 74.2          │         │
   │                                11.75 KB    │ 11.75 KB      │ 11.89 KB      │ 11.79 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                5           │ 5             │ 5             │ 5             │         │
   │                                58 B        │ 58 B          │ 58 B          │ 58 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ scalar_first_ordered        49.83 ms      │ 54.33 ms      │ 50.51 ms      │ 50.85 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                21          │ 21            │ 21            │ 21            │         │
   │                                34.99 KB    │ 34.99 KB      │ 34.99 KB      │ 34.99 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                3436        │ 3436          │ 3436          │ 3436          │         │
   │                                3.039 MB    │ 3.039 MB      │ 3.039 MB      │ 3.039 MB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                3436        │ 3436          │ 3436          │ 3436          │         │
   │                                3.202 MB    │ 3.202 MB      │ 3.202 MB      │ 3.202 MB      │         │
   │                              grow:         │               │               │               │         │
   │                                621         │ 621           │ 621           │ 621           │         │
   │                                162.6 KB    │ 162.6 KB      │ 162.6 KB      │ 162.6 KB      │         │
   ├─ scalar_sum_equality         34 ms         │ 36.88 ms      │ 34.39 ms      │ 34.72 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                255         │ 255           │ 255           │ 255           │         │
   │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                255         │ 255           │ 255           │ 255           │         │
   │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   ╰─ scalar_sum_inequality       36.92 ms      │ 42.11 ms      │ 37.55 ms      │ 37.97 ms      │ 10      │ 10
                                  max alloc:    │               │               │               │         │
                                    1           │ 1             │ 1             │ 1             │         │
                                    1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
                                  alloc:        │               │               │               │         │
                                    255         │ 255           │ 255           │ 255           │         │
                                    375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
                                  dealloc:      │               │               │               │         │
                                    255         │ 255           │ 255           │ 255           │         │
                                    375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │

